"day","isotype","p","iteration"
"15","TotalG","0.563732901040537",95
"45","IgG1","0.268613602793745",95
"45","IgG2ac","0.162497152932683",95
"45","IgG2b","0.173099340931258",95
"45","IgG3","0.133537674192796",95
"45","IgM","0.659601339209608",95
"45","TotalG","0.216466596761448",95
"7","IgG1","0.348499680150732",96
"7","IgG2ac","0.374696156068156",96
"7","IgG2b","0.210363620037669",96
"7","IgG3","0.479591446036566",96
"7","IgM","0.0218250975996756",96
"7","TotalG","0.17998059820332",96
"10","IgG1","0.324603938096776",96
"10","IgG2ac","0.659189115560857",96
"10","IgG2b","0.861706655596822",96
"10","IgG3","0.380546179718832",96
"10","IgM","0.843475033304154",96
"10","TotalG","0.43896726816153",96
"15","IgG1","0.229821664110335",96
"15","IgG2ac","0.390502501312586",96
"15","IgG2b","0.760022044792695",96
"15","IgG3","0.782322596174113",96
"15","IgM","0.870556170951361",96
"15","TotalG","0.627113108834357",96
"45","IgG1","0.0451622602002156",96
"45","IgG2ac","0.677532941439905",96
"45","IgG2b","0.806003509295606",96
"45","IgG3","0.0538480389600659",96
"45","IgM","0.172270545841024",96
"45","TotalG","0.950587694033382",96
"7","IgG1","0.147291573154473",97
"7","IgG2ac","0.549237499024787",97
"7","IgG2b","0.648198026403361",97
"7","IgG3","0.52265471086017",97
"7","IgM","0.910556204659838",97
"7","TotalG","0.334915284003991",97
"10","IgG1","0.536279459007973",97
"10","IgG2ac","0.0138499030611192",97
"10","IgG2b","0.0916992266691801",97
"10","IgG3","0.539672631746352",97
"10","IgM","0.127842439070048",97
"10","TotalG","0.107412159010225",97
"15","IgG1","0.964088060972763",97
"15","IgG2ac","0.851577543992807",97
"15","IgG2b","0.832105370078082",97
"15","IgG3","0.31822306870537",97
"15","IgM","0.714003969121807",97
"15","TotalG","0.823845687435292",97
"45","IgG1","0.602562366514983",97
"45","IgG2ac","0.271943262653452",97
"45","IgG2b","0.179466976029629",97
"45","IgG3","0.0650954560143191",97
"45","IgM","0.398194406642365",97
"45","TotalG","0.519376879307149",97
"7","IgG1","0.373475967183312",98
"7","IgG2ac","0.833729816641272",98
"7","IgG2b","0.758002835184262",98
"7","IgG3","0.531142396649137",98
"7","IgM","0.211387678298816",98
"7","TotalG","0.382920210891937",98
"10","IgG1","0.0284540342356854",98
"10","IgG2ac","0.55340834065391",98
"10","IgG2b","0.475690281334757",98
"10","IgG3","0.998322176109687",98
"10","IgM","0.00568545505908764",98
"10","TotalG","0.250870271933453",98
"15","IgG1","0.676346503614946",98
"15","IgG2ac","0.278750973907479",98
"15","IgG2b","0.946858614624105",98
"15","IgG3","0.270191238280787",98
"15","IgM","0.600055598439831",98
"15","TotalG","0.527851811921344",98
"45","IgG1","0.729809504124858",98
"45","IgG2ac","0.863306493958077",98
"45","IgG2b","0.747185433093401",98
"45","IgG3","0.627563314445595",98
"45","IgM","0.874911869664098",98
"45","TotalG","0.435157826920451",98
"7","IgG1","0.727879990011593",99
"7","IgG2ac","0.689806832574076",99
"7","IgG2b","0.331249852198179",99
"7","IgG3","0.670619277290809",99
"7","IgM","0.637394379309854",99
"7","TotalG","0.552914836687682",99
"10","IgG1","0.45766008005775",99
"10","IgG2ac","0.256002661795411",99
"10","IgG2b","0.146194143672215",99
"10","IgG3","0.226676774811639",99
"10","IgM","0.586115834506583",99
"10","TotalG","0.382951184066733",99
"15","IgG1","0.944932659540997",99
"15","IgG2ac","0.64252301647318",99
"15","IgG2b","0.986718767696587",99
"15","IgG3","0.554954696943028",99
"15","IgM","0.887328988487578",99
"15","TotalG","0.285447367955761",99
"45","IgG1","0.694532155741969",99
"45","IgG2ac","0.152748888619997",99
"45","IgG2b","0.943785200726978",99
"45","IgG3","0.138766354984147",99
"45","IgM","0.715619828522965",99
"45","TotalG","0.376674327696205",99
"7","IgG1","0.329704281255336",100
"7","IgG2ac","0.777898803694481",100
"7","IgG2b","0.848574695129916",100
"7","IgG3","0.822834015424454",100
"7","IgM","0.0286593306038022",100
"7","TotalG","0.339634946411542",100
"10","IgG1","0.735029230182776",100
"10","IgG2ac","0.750094443628615",100
"10","IgG2b","0.962708278665239",100
"10","IgG3","0.892976269512492",100
"10","IgM","0.34356710799126",100
"10","TotalG","0.641399733677931",100
"15","IgG1","0.242293478329838",100
"15","IgG2ac","0.757289802045006",100
"15","IgG2b","0.75028442715243",100
"15","IgG3","0.313945948611785",100
"15","IgM","0.434781947672332",100
"15","TotalG","0.821528235996233",100
"45","IgG1","0.585276104722853",100
"45","IgG2ac","0.490960476109471",100
"45","IgG2b","0.485584030530737",100
"45","IgG3","0.120913020134677",100
"45","IgM","0.252139768286907",100
"45","TotalG","0.358233048225089",100
"7","IgG1","0.81903221931402",101
"7","IgG2ac","0.634197471214937",101
"7","IgG2b","0.658189429844058",101
"7","IgG3","0.612062500844712",101
"7","IgM","0.308865645627834",101
"7","TotalG","0.992667239447971",101
"10","IgG1","0.665434866369503",101
"10","IgG2ac","0.529969082949935",101
"10","IgG2b","0.794603648147863",101
"10","IgG3","0.346717445343851",101
"10","IgM","0.493649550889774",101
"10","TotalG","0.497288325935471",101
"15","IgG1","0.629382935860128",101
"15","IgG2ac","0.409266002146188",101
"15","IgG2b","0.475420184601111",101
"15","IgG3","0.518364482646271",101
"15","IgM","0.220888091638681",101
"15","TotalG","0.930890694342575",101
"45","IgG1","0.696177191541682",101
"45","IgG2ac","0.101554044617176",101
"45","IgG2b","0.244349429748521",101
"45","IgG3","0.215193826891358",101
"45","IgM","0.731051886503779",101
"45","TotalG","0.0506398233675519",101
